기준년월,지역코드,통합시군구코드,지원센터단위코드,지원센터구분코드,지원센터코드,지원센터전화번호,지원센터주소,지원센터상세주소,지원센터상태코드,운영주체대분류코드,운영주체소분류코드,신고구분코드,등록일자,접수금액,제공금액,인수금액,이관금액,이용자수
201601,부산,03000014,기초,푸드뱅크,S03901,051-755-3367,부산 수영구 망미동,774-269 부산종합사회복지관,사용,법인 운영,사회복지법인,임의신고,20031030,0,0,11381565,0,0
201601,부산,03000100,기초,푸드뱅크,S04101,051-724-0862,부산 기장군 기장읍 대라리,175-7 우원빌딩 2층 202호,사용,법인 운영,재단법인,임의신고,20030318,1730800,9408287.7,4118261,0,36
201601,부산,03000004,기초,푸드뱅크,S38501,051-418-7096,부산 영도구 봉래동3가,103번지,사용,개인 운영,종교시설·단체,임의신고,20090401,0,25488651.41,38126566,0,16
201601,부산,03000006,기초,푸드마켓,S40001,051-506-1377,부산광역시 동래구 석사북로 59-1(온천동),1층,사용,법인 운영,사회복지법인,임의신고,20090626,11680246,11118352.56,5726930,0,404
201601,부산,03000008,기초,푸드마켓,S40101,051-335-8377,부산 북구 덕천1동,412-37번지,사용,법인 운영,사회복지법인,임의신고,20090623,2108929,11759391.27,15025386,0,476
201601,부산,03000009,기초,푸드마켓,S40201,051-781-1373,부산광역시 해운대구 재반로 79(재송동),2층 푸드마켓,사용,법인 운영,사회복지법인,당연신고,20090615,14364700,42731530.18,25918323,0,1046
201601,부산,03000002,기초,푸드마켓,S40301,051-941-1367,부산 서구 서대신동2가,94-1번지,사용,법인 운영,사회복지법인,임의신고,20090622,42378654,23896481.67,14503651,23040000,278
201601,부산,03000007,기초,푸드마켓,S48201,051-638-1377,부산광역시 남구 진남로 59,(대연동),사용,법인 운영,사단법인,당연신고,20100929,8451200,31094182.42,3477718,0,749
201601,부산,03000001,기초,푸드마켓,S49001,051-463-1388,부산 중구 영주동,551-7,사용,법인 운영,사회복지법인,임의신고,20101104,20000676,44222403.52,11801152,0,412
201601,부산,03000010,기초,푸드마켓,S50101,051-262-1377,부산광역시 사하구 다대로 544 진요빌딩(다대동),204호,사용,법인 운영,사회복지법인,임의신고,20110823,11840980,22298228.03,16987099,275267,554
201601,부산,03000005,기초,푸드마켓,S50701,051-853-1377,부산광역시 부산진구 당감서로 16,(당감동),사용,법인 운영,사회복지법인,당연신고,20111120,18796782,23459473.01,14817515,3592311,480
201601,부산,03000011,기초,푸드마켓,S51401,051-911-1377,부산 금정구 남산동,42-5,사용,법인 운영,사회복지법인,임의신고,20120105,13463740,19687929.14,14825362,8000000,435
201601,부산,03000004,기초,푸드마켓,S51501,051-405-1377,부산 영도구 동삼동,215-57 1층 영도구푸드마켓,사용,법인 운영,사회복지법인,임의신고,20120105,4765545,12560380.49,8257538,54446,379
201601,부산,03000015,기초,푸드마켓,S51601,051-325-1399,부산광역시 사상구 동주로 6-9,(주례동),사용,지자체 직영 운영,지방자치단체,임의신고,20120112,37024000,10471070.77,6272073,19086787,503
201601,부산,03000014,기초,푸드마켓,S58201,051-756-1925,부산광역시 수영구 연수로249번길 12-18,(망미동),사용,법인 운영,사단법인,임의신고,20131210,45009382,12913323.83,9660480,34986170,310
201602,부산,03000013,광역,푸드뱅크,S02501,051-791-1377,부산광역시 연제구 월드컵대로187번길 6,(거제동),사용,법인 운영,사단법인,당연신고,20140701,201908903,0,147955452,349047683,0
201602,부산,03000001,기초,푸드뱅크,S02601,051-464-3137,부산 중구 대청동4가,75-7,사용,법인 운영,사회복지법인,임의신고,20020101,13012390,16568780.35,3592390,0,16
201602,부산,03000002,기초,푸드뱅크,S02701,051-241-1133,부산 서구 암남동,산 169-1 19/4,사용,법인 운영,사회복지법인,임의신고,20020101,9275760,21552188.32,12275430,0,25
201602,부산,03000003,기초,푸드뱅크,S02801,051-633-3367,부산 동구 범일6동,1542-1,사용,법인 운영,재단법인,임의신고,20020101,9279385,13920689.65,5615749,0,31
201602,부산,03000004,기초,푸드뱅크,S02901,051-404-5061,부산 영도구 동삼3동,1123,사용,법인 운영,사회복지법인,임의신고,20020101,8659548,28097844.56,11692619,0,1382
201602,부산,03000005,기초,푸드뱅크,S03001,051-896-2320,부산광역시 부산진구 당감서로 16,(당감동),사용,법인 운영,사회복지법인,임의신고,20020101,16298700,14105893.92,7005163,0,4
201602,부산,03000006,기초,푸드뱅크,S03101,051-531-2460,부산 동래구 명장2동,508-72,사용,법인 운영,사회복지법인,임의신고,20020101,25276765,56819516.65,26757659,0,26
201602,부산,03000007,기초,푸드뱅크,S03201,051-647-3655,부산광역시 남구 동제당로 258,(우암동),사용,법인 운영,학교법인,임의신고,20020101,14573400,16058813.48,1620913,0,132
201602,부산,03000008,기초,푸드뱅크,S03301,051-331-4674,부산 북구 덕천3동,808,사용,법인 운영,사회복지법인,당연신고,20020701,21011683,61206100.76,40194413,0,351
201602,부산,03000009,기초,푸드뱅크,S03401,051-782-5005,부산 해운대구 재송1동,100-9,사용,법인 운영,사회복지법인,임의신고,20020101,26037552,31063645.42,6289249,26036086,31
201602,부산,03000010,기초,푸드뱅크,S03501,051-265-9471,부산 사하구 다대2동 96-1,두송종합사회복지관,사용,법인 운영,사회복지법인,당연신고,20020101,21774500,28922333.73,8497847,1350000,40
201602,부산,03000011,기초,푸드뱅크,S03601,051-508-1997,부산광역시 금정구 중앙대로2349번길 3,(노포동),사용,법인 운영,사회복지법인,임의신고,20100727,11571114,19616837.1,8045722,0,55
201602,부산,03000012,기초,푸드뱅크,S03701,051-271-0561,부산 강서구 명지동,627-28,사용,법인 운영,사회복지법인,임의신고,20020101,13083471,35090550.98,22005081,0,181
201602,부산,03000013,기초,푸드뱅크,S03801,"051-863-8360,1",부산 연제구 연산3동,2015-9,사용,법인 운영,사회복지법인,임의신고,20020101,10566700,21401534.04,24473247,0,430
201602,부산,03000014,기초,푸드뱅크,S03901,051-755-3367,부산 수영구 망미동,774-269 부산종합사회복지관,사용,법인 운영,사회복지법인,임의신고,20031030,5261100,3152616.24,7345622,0,169
201602,부산,03000100,기초,푸드뱅크,S04101,051-724-0862,부산 기장군 기장읍 대라리,175-7 우원빌딩 2층 202호,사용,법인 운영,재단법인,임의신고,20030318,9883500,19488766.37,7567081,0,339
201602,부산,03000004,기초,푸드뱅크,S38501,051-418-7096,부산 영도구 봉래동3가,103번지,사용,개인 운영,종교시설·단체,임의신고,20090401,0,9332521,13974348,0,16
201602,부산,03000006,기초,푸드마켓,S40001,051-506-1377,부산광역시 동래구 석사북로 59-1(온천동),1층,사용,법인 운영,사회복지법인,임의신고,20090626,9312195,10476052.59,11236277,2758637,378
201602,부산,03000008,기초,푸드마켓,S40101,051-335-8377,부산 북구 덕천1동,412-37번지,사용,법인 운영,사회복지법인,임의신고,20090623,10286810,9465821.17,11183059,0,486
201602,부산,03000009,기초,푸드마켓,S40201,051-781-1373,부산광역시 해운대구 재반로 79(재송동),2층 푸드마켓,사용,법인 운영,사회복지법인,당연신고,20090615,9214028,44853355.15,38709141,1263157,934
201602,부산,03000002,기초,푸드마켓,S40301,051-941-1367,부산 서구 서대신동2가,94-1번지,사용,법인 운영,사회복지법인,임의신고,20090622,4363000,20289252.24,7671937,0,391
201602,부산,03000007,기초,푸드마켓,S48201,051-638-1377,부산광역시 남구 진남로 59,(대연동),사용,법인 운영,사단법인,당연신고,20100929,8919730,43932346.64,9035108,0,718
201602,부산,03000001,기초,푸드마켓,S49001,051-463-1388,부산 중구 영주동,551-7,사용,법인 운영,사회복지법인,임의신고,20101104,9191211,20006968.05,11192514,0,435
201602,부산,03000010,기초,푸드마켓,S50101,051-262-1377,부산광역시 사하구 다대로 544 진요빌딩(다대동),204호,사용,법인 운영,사회복지법인,임의신고,20110823,10100121,19208391.51,7199221,192299,580
201602,부산,03000005,기초,푸드마켓,S50701,051-853-1377,부산광역시 부산진구 당감서로 16,(당감동),사용,법인 운영,사회복지법인,당연신고,20111120,1696079,26265851.62,22640197,0,501
201602,부산,03000011,기초,푸드마켓,S51401,051-911-1377,부산 금정구 남산동,42-5,사용,법인 운영,사회복지법인,임의신고,20120105,4106800,20451710.04,13270217,0,431
201602,부산,03000004,기초,푸드마켓,S51501,051-405-1377,부산 영도구 동삼동,215-57 1층 영도구푸드마켓,사용,법인 운영,사회복지법인,임의신고,20120105,3750000,7267302,6072794,280210,114
201602,부산,03000015,기초,푸드마켓,S51601,051-325-1399,부산광역시 사상구 동주로 6-9,(주례동),사용,지자체 직영 운영,지방자치단체,임의신고,20120112,12144040,8379865.72,635797,0,481
201602,부산,03000014,기초,푸드마켓,S58201,051-756-1925,부산광역시 수영구 연수로249번길 12-18,(망미동),사용,법인 운영,사단법인,임의신고,20131210,6717150,12048742.52,6072794,1547900,311
201603,부산,03000013,광역,푸드뱅크,S02501,051-791-1377,부산광역시 연제구 월드컵대로187번길 6,(거제동),사용,법인 운영,사단법인,당연신고,20140701,170482084,0,294210621,446360422,0
201603,부산,03000001,기초,푸드뱅크,S02601,051-464-3137,부산 중구 대청동4가,75-7,사용,법인 운영,사회복지법인,임의신고,20020101,16517810,26886631.87,620903,0,16
201603,부산,03000002,기초,푸드뱅크,S02701,051-241-1133,부산 서구 암남동,산 169-1 19/4,사용,법인 운영,사회복지법인,임의신고,20020101,14013380,21041084.95,10627700,3600000,33
201603,부산,03000003,기초,푸드뱅크,S02801,051-633-3367,부산 동구 범일6동,1542-1,사용,법인 운영,재단법인,임의신고,20020101,13850529,23275254.41,19997851,0,33
201603,부산,03000004,기초,푸드뱅크,S02901,051-404-5061,부산 영도구 동삼3동,1123,사용,법인 운영,사회복지법인,임의신고,20020101,12152209,16055202.45,7441699,0,566
201603,부산,03000005,기초,푸드뱅크,S03001,051-896-2320,부산광역시 부산진구 당감서로 16,(당감동),사용,법인 운영,사회복지법인,임의신고,20020101,8164963,30238363.71,83893380,0,8
201603,부산,03000006,기초,푸드뱅크,S03101,051-531-2460,부산 동래구 명장2동,508-72,사용,법인 운영,사회복지법인,임의신고,20020101,13025000,36029638.21,26835739,1500000,24
201603,부산,03000007,기초,푸드뱅크,S03201,051-647-3655,부산광역시 남구 동제당로 258,(우암동),사용,법인 운영,학교법인,임의신고,20020101,15205300,26557781.09,5965464,0,156
201603,부산,03000008,기초,푸드뱅크,S03301,051-331-4674,부산 북구 덕천3동,808,사용,법인 운영,사회복지법인,당연신고,20020701,22276633,92977985.03,70701351,0,305
201603,부산,03000009,기초,푸드뱅크,S03401,051-782-5005,부산 해운대구 재송1동,100-9,사용,법인 운영,사회복지법인,임의신고,20020101,30899571,54204493.03,26110044,21284331,124
201603,부산,03000010,기초,푸드뱅크,S03501,051-265-9471,부산 사하구 다대2동 96-1,두송종합사회복지관,사용,법인 운영,사회복지법인,당연신고,20020101,45031750,36926393.46,6546644,14652000,41
201603,부산,03000011,기초,푸드뱅크,S03601,051-508-1997,부산광역시 금정구 중앙대로2349번길 3,(노포동),사용,법인 운영,사회복지법인,임의신고,20100727,11831409,21886763.61,10055352,0,51
201603,부산,03000012,기초,푸드뱅크,S03701,051-271-0561,부산 강서구 명지동,627-28,사용,법인 운영,사회복지법인,임의신고,20020101,3046988.6,3048987.98,3942460,0,234
201603,부산,03000013,기초,푸드뱅크,S03801,"051-863-8360,1",부산 연제구 연산3동,2015-9,사용,법인 운영,사회복지법인,임의신고,20020101,9136900,86926873.02,30518098,0,87
201603,부산,03000014,기초,푸드뱅크,S03901,051-755-3367,부산 수영구 망미동,774-269 부산종합사회복지관,사용,법인 운영,사회복지법인,임의신고,20031030,6924050,43284693.77,13526971,0,178
201603,부산,03000100,기초,푸드뱅크,S04101,051-724-0862,부산 기장군 기장읍 대라리,175-7 우원빌딩 2층 202호,사용,법인 운영,재단법인,임의신고,20030318,4668000,40501833.85,3882034,0,304
201603,부산,03000004,기초,푸드뱅크,S38501,051-418-7096,부산 영도구 봉래동3가,103번지,사용,개인 운영,종교시설·단체,임의신고,20090401,0,29026443.34,22904740,0,17
201603,부산,03000006,기초,푸드마켓,S40001,051-506-1377,부산광역시 동래구 석사북로 59-1(온천동),1층,사용,법인 운영,사회복지법인,임의신고,20090626,18424537,10591606.22,15738695,11636108,383
201603,부산,03000008,기초,푸드마켓,S40101,051-335-8377,부산 북구 덕천1동,412-37번지,사용,법인 운영,사회복지법인,임의신고,20090623,4638770,9430393.27,17003978,0,487
201603,부산,03000009,기초,푸드마켓,S40201,051-781-1373,부산광역시 해운대구 재반로 79(재송동),2층 푸드마켓,사용,법인 운영,사회복지법인,당연신고,20090615,7591338,27338788.23,31616089,0,689
201603,부산,03000002,기초,푸드마켓,S40301,051-941-1367,부산 서구 서대신동2가,94-1번지,사용,법인 운영,사회복지법인,임의신고,20090622,4933950,28971812.95,14634908,0,380
201603,부산,03000007,기초,푸드마켓,S48201,051-638-1377,부산광역시 남구 진남로 59,(대연동),사용,법인 운영,사단법인,당연신고,20100929,12290180,23617902.8,18053952,0,718
201603,부산,03000001,기초,푸드마켓,S49001,051-463-1388,부산 중구 영주동,551-7,사용,법인 운영,사회복지법인,임의신고,20101104,20754263,80076341.04,16657422,0,577
201603,부산,03000010,기초,푸드마켓,S50101,051-262-1377,부산광역시 사하구 다대로 544 진요빌딩(다대동),204호,사용,법인 운영,사회복지법인,임의신고,20110823,6502750,18300658.48,10993230,335900,577
201603,부산,03000005,기초,푸드마켓,S50701,051-853-1377,부산광역시 부산진구 당감서로 16,(당감동),사용,법인 운영,사회복지법인,당연신고,20111120,34309421,17994234.7,11782624,77474031,489
201603,부산,03000011,기초,푸드마켓,S51401,051-911-1377,부산 금정구 남산동,42-5,사용,법인 운영,사회복지법인,임의신고,20120105,3025000,11369155.11,11974173,0,444
201603,부산,03000004,기초,푸드마켓,S51501,051-405-1377,부산 영도구 동삼동,215-57 1층 영도구푸드마켓,사용,법인 운영,사회복지법인,임의신고,20120105,5282192,9300276.02,8381679,3564928,326
201603,부산,03000015,기초,푸드마켓,S51601,051-325-1399,부산광역시 사상구 동주로 6-9,(주례동),사용,지자체 직영 운영,지방자치단체,임의신고,20120112,15769300,5813706.48,13893976,0,469
201603,부산,03000014,기초,푸드마켓,S58201,051-756-1925,부산광역시 수영구 연수로249번길 12-18,(망미동),사용,법인 운영,사단법인,임의신고,20131210,1901800,14872527.04,9074680,4445301,305
201604,부산,03000013,광역,푸드뱅크,S02501,051-791-1377,부산광역시 연제구 월드컵대로187번길 6,(거제동),사용,법인 운영,사단법인,당연신고,20140701,209119175,0,130108992,368708917,0
201604,부산,03000001,기초,푸드뱅크,S02601,051-464-3137,부산 중구 대청동4가,75-7,사용,법인 운영,사회복지법인,임의신고,20020101,16559950,16768950,1337413,0,10
201604,부산,03000002,기초,푸드뱅크,S02701,051-241-1133,부산 서구 암남동,산 169-1 19/4,사용,법인 운영,사회복지법인,임의신고,20020101,12920580,21439329,8518749,0,31
201604,부산,03000003,기초,푸드뱅크,S02801,051-633-3367,부산 동구 범일6동,1542-1,사용,법인 운영,재단법인,임의신고,20020101,11659738,15171358.37,14948479,0,28
201604,부산,03000004,기초,푸드뱅크,S02901,051-404-5061,부산 영도구 동삼3동,1123,사용,법인 운영,사회복지법인,임의신고,20020101,10496945,32064373.01,19488815,0,1379
201604,부산,03000005,기초,푸드뱅크,S03001,051-896-2320,부산광역시 부산진구 당감서로 16,(당감동),사용,법인 운영,사회복지법인,임의신고,20020101,12114225,11684500.73,8714849,0,9
201604,부산,03000006,기초,푸드뱅크,S03101,051-531-2460,부산 동래구 명장2동,508-72,사용,법인 운영,사회복지법인,임의신고,20020101,12795280,32172549.16,19937766,0,19
201604,부산,03000007,기초,푸드뱅크,S03201,051-647-3655,부산광역시 남구 동제당로 258,(우암동),사용,법인 운영,학교법인,임의신고,20020101,18627600,18762361.42,3571179,0,150
201604,부산,03000008,기초,푸드뱅크,S03301,051-331-4674,부산 북구 덕천3동,808,사용,법인 운영,사회복지법인,당연신고,20020701,22956683,73187412.59,48893313,0,305
201604,부산,03000009,기초,푸드뱅크,S03401,051-782-5005,부산 해운대구 재송1동,100-9,사용,법인 운영,사회복지법인,임의신고,20020101,36705067,52248211.13,15544136,0,203
201604,부산,03000010,기초,푸드뱅크,S03501,051-265-9471,부산 사하구 다대2동 96-1,두송종합사회복지관,사용,법인 운영,사회복지법인,당연신고,20020101,17503560,24061418.84,7907860,1350000,26
201604,부산,03000011,기초,푸드뱅크,S03601,051-508-1997,부산광역시 금정구 중앙대로2349번길 3,(노포동),사용,법인 운영,사회복지법인,임의신고,20100727,17431463,26574451.15,11538020,0,54
201604,부산,03000012,기초,푸드뱅크,S03701,051-271-0561,부산 강서구 명지동,627-28,사용,법인 운영,사회복지법인,임의신고,20020101,13606326.5,18896886.72,10944368,0,232
201604,부산,03000013,기초,푸드뱅크,S03801,"051-863-8360,1",부산 연제구 연산3동,2015-9,사용,법인 운영,사회복지법인,임의신고,20020101,10823100,41176958.04,26209839,0,21
201604,부산,03000014,기초,푸드뱅크,S03901,051-755-3367,부산 수영구 망미동,774-269 부산종합사회복지관,사용,법인 운영,사회복지법인,임의신고,20031030,8425520,23795268.68,15369748,0,152
201604,부산,03000100,기초,푸드뱅크,S04101,051-724-0862,부산 기장군 기장읍 대라리,175-7 우원빌딩 2층 202호,사용,법인 운영,재단법인,임의신고,20030318,5087400,4479150.96,6113784,0,150
201604,부산,03000004,기초,푸드뱅크,S38501,051-418-7096,부산 영도구 봉래동3가,103번지,사용,개인 운영,종교시설·단체,임의신고,20090401,0,13403838.25,16915462,0,17
201604,부산,03000006,기초,푸드마켓,S40001,051-506-1377,부산광역시 동래구 석사북로 59-1(온천동),1층,사용,법인 운영,사회복지법인,임의신고,20090626,9202643,12101833.19,10415233,10146275,381
201604,부산,03000008,기초,푸드마켓,S40101,051-335-8377,부산 북구 덕천1동,412-37번지,사용,법인 운영,사회복지법인,임의신고,20090623,2122060,13064069.48,8423445,0,491
201604,부산,03000009,기초,푸드마켓,S40201,051-781-1373,부산광역시 해운대구 재반로 79(재송동),2층 푸드마켓,사용,법인 운영,사회복지법인,당연신고,20090615,9334812,19822449.97,9211984,0,714
201604,부산,03000002,기초,푸드마켓,S40301,051-941-1367,부산 서구 서대신동2가,94-1번지,사용,법인 운영,사회복지법인,임의신고,20090622,17524600,11603805.91,6709571,15938970,370
201604,부산,03000007,기초,푸드마켓,S48201,051-638-1377,부산광역시 남구 진남로 59,(대연동),사용,법인 운영,사단법인,당연신고,20100929,12647180,19159224.05,4497009,0,701
201604,부산,03000001,기초,푸드마켓,S49001,051-463-1388,부산 중구 영주동,551-7,사용,법인 운영,사회복지법인,임의신고,20101104,10068251,27148775.02,9806671,0,537
201604,부산,03000010,기초,푸드마켓,S50101,051-262-1377,부산광역시 사하구 다대로 544 진요빌딩(다대동),204호,사용,법인 운영,사회복지법인,임의신고,20110823,4813995,16321788.32,9075385,353900,555
201604,부산,03000005,기초,푸드마켓,S50701,051-853-1377,부산광역시 부산진구 당감서로 16,(당감동),사용,법인 운영,사회복지법인,당연신고,20111120,3403644,20409949.93,22722228,0,480
201604,부산,03000011,기초,푸드마켓,S51401,051-911-1377,부산 금정구 남산동,42-5,사용,법인 운영,사회복지법인,임의신고,20120105,13792940,10337796.12,13661172,9180000,454
201604,부산,03000004,기초,푸드마켓,S51501,051-405-1377,부산 영도구 동삼동,215-57 1층 영도구푸드마켓,사용,법인 운영,사회복지법인,임의신고,20120105,614660,1601828,3549769,2365225,314
201604,부산,03000015,기초,푸드마켓,S51601,051-325-1399,부산광역시 사상구 동주로 6-9,(주례동),사용,지자체 직영 운영,지방자치단체,임의신고,20120112,9925000,14891976,8407024,0,425
201604,부산,03000014,기초,푸드마켓,S58201,051-756-1925,부산광역시 수영구 연수로249번길 12-18,(망미동),사용,법인 운영,사단법인,임의신고,20131210,1857800,11163671.27,10593090,3960000,305
201605,부산,03000013,광역,푸드뱅크,S02501,051-791-1377,부산광역시 연제구 월드컵대로187번길 6,(거제동),사용,법인 운영,사단법인,당연신고,20140701,188261618,0,221305334,425047330,0
201605,부산,03000001,기초,푸드뱅크,S02601,051-464-3137,부산 중구 대청동4가,75-7,사용,법인 운영,사회복지법인,임의신고,20020101,17473890,17473890,0,0,9
201605,부산,03000002,기초,푸드뱅크,S02701,051-241-1133,부산 서구 암남동,산 169-1 19/4,사용,법인 운영,사회복지법인,임의신고,20020101,11937380,18480073.95,6542695,0,27
201605,부산,03000003,기초,푸드뱅크,S02801,051-633-3367,부산 동구 범일6동,1542-1,사용,법인 운영,재단법인,임의신고,20020101,14004018,14122140.03,7798870,58837,26
201605,부산,03000004,기초,푸드뱅크,S02901,051-404-5061,부산 영도구 동삼3동,1123,사용,법인 운영,사회복지법인,임의신고,20020101,2561387,12049628.75,4745576,0,695
201605,부산,03000005,기초,푸드뱅크,S03001,051-896-2320,부산광역시 부산진구 당감서로 16,(당감동),사용,법인 운영,사회복지법인,임의신고,20020101,55073188,7678994.28,9953248,0,13
201605,부산,03000006,기초,푸드뱅크,S03101,051-531-2460,부산 동래구 명장2동,508-72,사용,법인 운영,사회복지법인,임의신고,20020101,10504280,31593463.62,27736561,0,25
201605,부산,03000007,기초,푸드뱅크,S03201,051-647-3655,부산광역시 남구 동제당로 258,(우암동),사용,법인 운영,학교법인,임의신고,20020101,19160550,21569068.86,2408516,0,142
201605,부산,03000008,기초,푸드뱅크,S03301,051-331-4674,부산 북구 덕천3동,808,사용,법인 운영,사회복지법인,당연신고,20020701,35196871,79240639.26,45381180,0,309
201605,부산,03000009,기초,푸드뱅크,S03401,051-782-5005,부산 해운대구 재송1동,100-9,사용,법인 운영,사회복지법인,임의신고,20020101,40236240,48509913.6,11175808,0,231
201605,부산,03000010,기초,푸드뱅크,S03501,051-265-9471,부산 사하구 다대2동 96-1,두송종합사회복지관,사용,법인 운영,사회복지법인,당연신고,20020101,26418950,29352885.28,4283933,1350000,41
201605,부산,03000011,기초,푸드뱅크,S03601,051-508-1997,부산광역시 금정구 중앙대로2349번길 3,(노포동),사용,법인 운영,사회복지법인,임의신고,20100727,16778220,37377517.18,20609293,0,53
201605,부산,03000012,기초,푸드뱅크,S03701,051-271-0561,부산 강서구 명지동,627-28,사용,법인 운영,사회복지법인,임의신고,20020101,4940634,4942633.5,7121437,0,227
201605,부산,03000013,기초,푸드뱅크,S03801,"051-863-8360,1",부산 연제구 연산3동,2015-9,사용,법인 운영,사회복지법인,임의신고,20020101,14355400,21565870.78,27557711,0,20
201605,부산,03000014,기초,푸드뱅크,S03901,051-755-3367,부산 수영구 망미동,774-269 부산종합사회복지관,사용,법인 운영,사회복지법인,임의신고,20031030,8314050,16889865.71,8575816,0,149
201605,부산,03000100,기초,푸드뱅크,S04101,051-724-0862,부산 기장군 기장읍 대라리,175-7 우원빌딩 2층 202호,사용,법인 운영,재단법인,임의신고,20030318,5206900,8307759.24,4167836,0,343
201605,부산,03000004,기초,푸드뱅크,S38501,051-418-7096,부산 영도구 봉래동3가,103번지,사용,개인 운영,종교시설·단체,임의신고,20090401,0,10648375.29,10648374,0,17
201605,부산,03000006,기초,푸드마켓,S40001,051-506-1377,부산광역시 동래구 석사북로 59-1(온천동),1층,사용,법인 운영,사회복지법인,임의신고,20090626,40189684,13432845.71,65062859,64156402,430
201605,부산,03000008,기초,푸드마켓,S40101,051-335-8377,부산 북구 덕천1동,412-37번지,사용,법인 운영,사회복지법인,임의신고,20090623,32414100,5935956.75,35675181,5376000,473
201605,부산,03000009,기초,푸드마켓,S40201,051-781-1373,부산광역시 해운대구 재반로 79(재송동),2층 푸드마켓,사용,법인 운영,사회복지법인,당연신고,20090615,21348325,37340263.62,19709027,0,732
201605,부산,03000002,기초,푸드마켓,S40301,051-941-1367,부산 서구 서대신동2가,94-1번지,사용,법인 운영,사회복지법인,임의신고,20090622,10173300,15805182.16,8785851,2660000,369
201605,부산,03000007,기초,푸드마켓,S48201,051-638-1377,부산광역시 남구 진남로 59,(대연동),사용,법인 운영,사단법인,당연신고,20100929,13629800,28273332.22,6682488,0,703
201605,부산,03000001,기초,푸드마켓,S49001,051-463-1388,부산 중구 영주동,551-7,사용,법인 운영,사회복지법인,임의신고,20101104,27151089,23691437.38,13004380,752000,515
201605,부산,03000010,기초,푸드마켓,S50101,051-262-1377,부산광역시 사하구 다대로 544 진요빌딩(다대동),204호,사용,법인 운영,사회복지법인,임의신고,20110823,5862779,19311588.8,11956403,0,555
201605,부산,03000005,기초,푸드마켓,S50701,051-853-1377,부산광역시 부산진구 당감서로 16,(당감동),사용,법인 운영,사회복지법인,당연신고,20111120,11594210,24645285.44,45616229,0,482
201605,부산,03000011,기초,푸드마켓,S51401,051-911-1377,부산 금정구 남산동,42-5,사용,법인 운영,사회복지법인,임의신고,20120105,4222150,11147262.9,14495606,965750,453
201605,부산,03000004,기초,푸드마켓,S51501,051-405-1377,부산 영도구 동삼동,215-57 1층 영도구푸드마켓,사용,법인 운영,사회복지법인,임의신고,20120105,2023260,3199044,9945053,2202742,408
